GeneID,KEGG,KEGG_Description
Ghir_D10G024160,ko00982,Drug metabolism - cytochrome P450
Ghir_D11G002250,ko00982,Drug metabolism - cytochrome P450
Ghir_D11G006840,ko00982,Drug metabolism - cytochrome P450
Ghir_D11G012320,ko00982,Drug metabolism - cytochrome P450
Ghir_D11G014400,ko00982,Drug metabolism - cytochrome P450
Ghir_D11G016760,ko00982,Drug metabolism - cytochrome P450
Ghir_D11G023220,ko00982,Drug metabolism - cytochrome P450
Ghir_D11G023820,ko00982,Drug metabolism - cytochrome P450
Ghir_D11G024660,ko00982,Drug metabolism - cytochrome P450
Ghir_D11G033650,ko00982,Drug metabolism - cytochrome P450
Ghir_D12G001010,ko00982,Drug metabolism - cytochrome P450
Ghir_D12G024090,ko00982,Drug metabolism - cytochrome P450
Ghir_D12G024100,ko00982,Drug metabolism - cytochrome P450
Ghir_D13G001420,ko00982,Drug metabolism - cytochrome P450
Ghir_D13G002320,ko00982,Drug metabolism - cytochrome P450
Ghir_D13G010870,ko00982,Drug metabolism - cytochrome P450
Ghir_D13G016720,ko00982,Drug metabolism - cytochrome P450
Ghir_D13G016730,ko00982,Drug metabolism - cytochrome P450
Ghir_D13G016740,ko00982,Drug metabolism - cytochrome P450
Ghir_D13G016750,ko00982,Drug metabolism - cytochrome P450
Ghir_D13G016910,ko00982,Drug metabolism - cytochrome P450
Ghir_A01G008420,ko00983,Drug metabolism - other enzymes
Ghir_A01G014380,ko00983,Drug metabolism - other enzymes
Ghir_A01G021050,ko00983,Drug metabolism - other enzymes
Ghir_A01G021060,ko00983,Drug metabolism - other enzymes
Ghir_A02G002770,ko00983,Drug metabolism - other enzymes
Ghir_A02G002840,ko00983,Drug metabolism - other enzymes
Ghir_A02G002850,ko00983,Drug metabolism - other enzymes
Ghir_A02G002860,ko00983,Drug metabolism - other enzymes
Ghir_A02G002870,ko00983,Drug metabolism - other enzymes
Ghir_A02G002880,ko00983,Drug metabolism - other enzymes
Ghir_A02G002890,ko00983,Drug metabolism - other enzymes
Ghir_A02G003020,ko00983,Drug metabolism - other enzymes
Ghir_A02G012820,ko00983,Drug metabolism - other enzymes
Ghir_A02G015180,ko00983,Drug metabolism - other enzymes
Ghir_A03G002440,ko00983,Drug metabolism - other enzymes
Ghir_A03G005510,ko00983,Drug metabolism - other enzymes
Ghir_A03G005530,ko00983,Drug metabolism - other enzymes
Ghir_A03G005540,ko00983,Drug metabolism - other enzymes
Ghir_A04G000470,ko00983,Drug metabolism - other enzymes
Ghir_A04G002810,ko00983,Drug metabolism - other enzymes
Ghir_A04G004970,ko00983,Drug metabolism - other enzymes
Ghir_A04G004990,ko00983,Drug metabolism - other enzymes
Ghir_A04G005000,ko00983,Drug metabolism - other enzymes
Ghir_A04G009360,ko00983,Drug metabolism - other enzymes
Ghir_A04G010500,ko00983,Drug metabolism - other enzymes
Ghir_A04G010520,ko00983,Drug metabolism - other enzymes
Ghir_A05G003030,ko00983,Drug metabolism - other enzymes
Ghir_A05G019880,ko00983,Drug metabolism - other enzymes
Ghir_A05G031480,ko00983,Drug metabolism - other enzymes
Ghir_A05G036850,ko00983,Drug metabolism - other enzymes
Ghir_A05G042280,ko00983,Drug metabolism - other enzymes
Ghir_A06G008190,ko00983,Drug metabolism - other enzymes
Ghir_A06G011950,ko00983,Drug metabolism - other enzymes
Ghir_A06G022320,ko00983,Drug metabolism - other enzymes
Ghir_A07G008080,ko00983,Drug metabolism - other enzymes
Ghir_A07G012710,ko00983,Drug metabolism - other enzymes
Ghir_A07G018850,ko00983,Drug metabolism - other enzymes
Ghir_A07G021890,ko00983,Drug metabolism - other enzymes
Ghir_A07G024500,ko00983,Drug metabolism - other enzymes
Ghir_A07G024610,ko00983,Drug metabolism - other enzymes
Ghir_A08G001450,ko00983,Drug metabolism - other enzymes
Ghir_A08G002940,ko00983,Drug metabolism - other enzymes
Ghir_A08G004180,ko00983,Drug metabolism - other enzymes
Ghir_A08G011450,ko00983,Drug metabolism - other enzymes
Ghir_A08G012540,ko00983,Drug metabolism - other enzymes
Ghir_A08G012550,ko00983,Drug metabolism - other enzymes
Ghir_A08G014820,ko00983,Drug metabolism - other enzymes
Ghir_A08G017200,ko00983,Drug metabolism - other enzymes
Ghir_A08G018990,ko00983,Drug metabolism - other enzymes
Ghir_A08G019000,ko00983,Drug metabolism - other enzymes
Ghir_A08G019110,ko00983,Drug metabolism - other enzymes
Ghir_A08G025780,ko00983,Drug metabolism - other enzymes
Ghir_A09G003910,ko00983,Drug metabolism - other enzymes
Ghir_A09G006180,ko00983,Drug metabolism - other enzymes
Ghir_A09G012310,ko00983,Drug metabolism - other enzymes
Ghir_A09G016920,ko00983,Drug metabolism - other enzymes
Ghir_A09G016990,ko00983,Drug metabolism - other enzymes
Ghir_A09G017000,ko00983,Drug metabolism - other enzymes
Ghir_A09G017010,ko00983,Drug metabolism - other enzymes
Ghir_A09G018240,ko00983,Drug metabolism - other enzymes
Ghir_A09G019890,ko00983,Drug metabolism - other enzymes
Ghir_A09G021110,ko00983,Drug metabolism - other enzymes
Ghir_A09G026040,ko00983,Drug metabolism - other enzymes
Ghir_A10G006940,ko00983,Drug metabolism - other enzymes
Ghir_A10G016230,ko00983,Drug metabolism - other enzymes
Ghir_A10G018670,ko00983,Drug metabolism - other enzymes
Ghir_A11G002250,ko00983,Drug metabolism - other enzymes
Ghir_A11G002260,ko00983,Drug metabolism - other enzymes
Ghir_A11G014350,ko00983,Drug metabolism - other enzymes
Ghir_A11G015970,ko00983,Drug metabolism - other enzymes
Ghir_A11G016690,ko00983,Drug metabolism - other enzymes
Ghir_A11G020840,ko00983,Drug metabolism - other enzymes
Ghir_A11G021320,ko00983,Drug metabolism - other enzymes
Ghir_A11G023590,ko00983,Drug metabolism - other enzymes
Ghir_A11G024110,ko00983,Drug metabolism - other enzymes
Ghir_A11G033010,ko00983,Drug metabolism - other enzymes
Ghir_A11G035860,ko00983,Drug metabolism - other enzymes
Ghir_A12G001000,ko00983,Drug metabolism - other enzymes
Ghir_A12G001650,ko00983,Drug metabolism - other enzymes
Ghir_A12G010490,ko00983,Drug metabolism - other enzymes
Ghir_A12G019590,ko00983,Drug metabolism - other enzymes
Ghir_A12G021180,ko00983,Drug metabolism - other enzymes
Ghir_A12G024100,ko00983,Drug metabolism - other enzymes
Ghir_A12G024970,ko00983,Drug metabolism - other enzymes
Ghir_A13G001080,ko00983,Drug metabolism - other enzymes
Ghir_A13G001110,ko00983,Drug metabolism - other enzymes
Ghir_A13G002040,ko00983,Drug metabolism - other enzymes
Ghir_A13G009250,ko00983,Drug metabolism - other enzymes
Ghir_A13G009970,ko00983,Drug metabolism - other enzymes
Ghir_A13G013580,ko00983,Drug metabolism - other enzymes
Ghir_A13G015110,ko00983,Drug metabolism - other enzymes
Ghir_A13G016020,ko00983,Drug metabolism - other enzymes
Ghir_A13G016030,ko00983,Drug metabolism - other enzymes
Ghir_A13G016220,ko00983,Drug metabolism - other enzymes
Ghir_A13G020680,ko00983,Drug metabolism - other enzymes
Ghir_A13G021860,ko00983,Drug metabolism - other enzymes
Ghir_A13G022940,ko00983,Drug metabolism - other enzymes
Ghir_D01G003620,ko00983,Drug metabolism - other enzymes
Ghir_D01G008880,ko00983,Drug metabolism - other enzymes
Ghir_D01G015180,ko00983,Drug metabolism - other enzymes
Ghir_D01G022620,ko00983,Drug metabolism - other enzymes
Ghir_D02G003170,ko00983,Drug metabolism - other enzymes
Ghir_D02G003220,ko00983,Drug metabolism - other enzymes
Ghir_D02G003230,ko00983,Drug metabolism - other enzymes
Ghir_D02G003240,ko00983,Drug metabolism - other enzymes
Ghir_D02G003250,ko00983,Drug metabolism - other enzymes
Ghir_D02G003260,ko00983,Drug metabolism - other enzymes
Ghir_D02G003270,ko00983,Drug metabolism - other enzymes
Ghir_D02G003390,ko00983,Drug metabolism - other enzymes
Ghir_D02G007640,ko00983,Drug metabolism - other enzymes
Ghir_D03G004840,ko00983,Drug metabolism - other enzymes
Ghir_D03G011150,ko00983,Drug metabolism - other enzymes
Ghir_D03G013310,ko00983,Drug metabolism - other enzymes
Ghir_D03G013340,ko00983,Drug metabolism - other enzymes
Ghir_D03G016510,ko00983,Drug metabolism - other enzymes
Ghir_D04G000630,ko00983,Drug metabolism - other enzymes
Ghir_D04G006220,ko00983,Drug metabolism - other enzymes
Ghir_D04G009280,ko00983,Drug metabolism - other enzymes
Ghir_D04G013590,ko00983,Drug metabolism - other enzymes
Ghir_D04G014740,ko00983,Drug metabolism - other enzymes
Ghir_D04G014760,ko00983,Drug metabolism - other enzymes
Ghir_D05G003170,ko00983,Drug metabolism - other enzymes
Ghir_D05G019910,ko00983,Drug metabolism - other enzymes
Ghir_D05G034240,ko00983,Drug metabolism - other enzymes
Ghir_D05G036830,ko00983,Drug metabolism - other enzymes
Ghir_D05G039120,ko00983,Drug metabolism - other enzymes
Ghir_D06G008980,ko00983,Drug metabolism - other enzymes
Ghir_D06G012610,ko00983,Drug metabolism - other enzymes
Ghir_D06G023350,ko00983,Drug metabolism - other enzymes
Ghir_D07G008160,ko00983,Drug metabolism - other enzymes
Ghir_D07G012860,ko00983,Drug metabolism - other enzymes
Ghir_D07G019210,ko00983,Drug metabolism - other enzymes
Ghir_D07G021980,ko00983,Drug metabolism - other enzymes
Ghir_D07G024540,ko00983,Drug metabolism - other enzymes
Ghir_D07G024690,ko00983,Drug metabolism - other enzymes
Ghir_D08G003020,ko00983,Drug metabolism - other enzymes
Ghir_D08G004390,ko00983,Drug metabolism - other enzymes
Ghir_D08G012180,ko00983,Drug metabolism - other enzymes
Ghir_D08G013210,ko00983,Drug metabolism - other enzymes
Ghir_D08G015630,ko00983,Drug metabolism - other enzymes
Ghir_D08G019890,ko00983,Drug metabolism - other enzymes
Ghir_D08G019900,ko00983,Drug metabolism - other enzymes
Ghir_D08G020020,ko00983,Drug metabolism - other enzymes
Ghir_D08G026640,ko00983,Drug metabolism - other enzymes
Ghir_D09G003860,ko00983,Drug metabolism - other enzymes
Ghir_D09G005780,ko00983,Drug metabolism - other enzymes
Ghir_D09G011840,ko00983,Drug metabolism - other enzymes
Ghir_D09G016380,ko00983,Drug metabolism - other enzymes
Ghir_D09G016460,ko00983,Drug metabolism - other enzymes
Ghir_D09G017720,ko00983,Drug metabolism - other enzymes
Ghir_D09G019370,ko00983,Drug metabolism - other enzymes
Ghir_D09G020510,ko00983,Drug metabolism - other enzymes
Ghir_D09G025180,ko00983,Drug metabolism - other enzymes
Ghir_D10G008440,ko00983,Drug metabolism - other enzymes
Ghir_D10G008910,ko00983,Drug metabolism - other enzymes
Ghir_D10G015610,ko00983,Drug metabolism - other enzymes
Ghir_D10G020200,ko00983,Drug metabolism - other enzymes
Ghir_D11G002250,ko00983,Drug metabolism - other enzymes
Ghir_D11G006840,ko00983,Drug metabolism - other enzymes
Ghir_D11G012320,ko00983,Drug metabolism - other enzymes
Ghir_D11G014400,ko00983,Drug metabolism - other enzymes
Ghir_D11G016000,ko00983,Drug metabolism - other enzymes
Ghir_D11G016760,ko00983,Drug metabolism - other enzymes
Ghir_D11G023220,ko00983,Drug metabolism - other enzymes
Ghir_D11G023660,ko00983,Drug metabolism - other enzymes
Ghir_D11G023820,ko00983,Drug metabolism - other enzymes
Ghir_D11G024660,ko00983,Drug metabolism - other enzymes
Ghir_D11G033650,ko00983,Drug metabolism - other enzymes
Ghir_D12G001010,ko00983,Drug metabolism - other enzymes
Ghir_D12G001710,ko00983,Drug metabolism - other enzymes
Ghir_D12G010690,ko00983,Drug metabolism - other enzymes
Ghir_D12G017110,ko00983,Drug metabolism - other enzymes
Ghir_D12G019880,ko00983,Drug metabolism - other enzymes
Ghir_D12G021180,ko00983,Drug metabolism - other enzymes
Ghir_D12G024090,ko00983,Drug metabolism - other enzymes
Ghir_D12G024100,ko00983,Drug metabolism - other enzymes
Ghir_D12G024960,ko00983,Drug metabolism - other enzymes
Ghir_D13G001380,ko00983,Drug metabolism - other enzymes
Ghir_D13G001420,ko00983,Drug metabolism - other enzymes
Ghir_D13G002320,ko00983,Drug metabolism - other enzymes
Ghir_D13G009470,ko00983,Drug metabolism - other enzymes
Ghir_D13G010870,ko00983,Drug metabolism - other enzymes
Ghir_D13G014290,ko00983,Drug metabolism - other enzymes
Ghir_D13G015810,ko00983,Drug metabolism - other enzymes
Ghir_D13G016720,ko00983,Drug metabolism - other enzymes
Ghir_D13G016730,ko00983,Drug metabolism - other enzymes
Ghir_D13G016740,ko00983,Drug metabolism - other enzymes
Ghir_D13G016750,ko00983,Drug metabolism - other enzymes
Ghir_D13G016910,ko00983,Drug metabolism - other enzymes
Ghir_D13G021500,ko00983,Drug metabolism - other enzymes
Ghir_D13G022610,ko00983,Drug metabolism - other enzymes
Ghir_Scaffold3053G000020,ko00983,Drug metabolism - other enzymes
Ghir_Scaffold3053G000030,ko00983,Drug metabolism - other enzymes
Ghir_A08G016010,ko00999,Biosynthesis of secondary metabolites - unclassified
Ghir_A08G016020,ko00999,Biosynthesis of secondary metabolites - unclassified
Ghir_D08G016820,ko00999,Biosynthesis of secondary metabolites - unclassified
Ghir_D08G016830,ko00999,Biosynthesis of secondary metabolites - unclassified
Ghir_A01G002040,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_A01G002050,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_A01G012710,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_A01G012720,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_A02G009100,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_A02G012470,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_A03G004600,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_A03G005030,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_A03G005110,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_A03G014620,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_A03G014630,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_A03G017100,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_A05G027500,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_A05G032910,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_A05G032930,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_A05G036390,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_A07G013020,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_A07G016370,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_A07G016600,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_A07G023130,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_A09G012770,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_A09G020510,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_A10G008330,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_A10G012340,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_A10G014650,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_A10G014660,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_A10G014670,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_A10G019920,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_A10G019930,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_A10G022300,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_A11G002800,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_A11G009540,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_A11G014430,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_A11G021200,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_A11G021990,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_A11G025180,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_A11G034140,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_A12G001440,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_A12G003780,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_A12G015110,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_A12G022870,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_A13G008790,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_A13G022660,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_D01G001980,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_D01G001990,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_D01G013730,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_D01G013740,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_D02G011280,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_D02G016030,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_D02G016050,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_D02G018380,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_D03G006200,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_D03G013670,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_D03G013720,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_D03G014290,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_D04G006680,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_D05G027530,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_D05G029010,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_D05G033740,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_D05G033810,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_D07G013200,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_D07G016940,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_D08G001620,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_D09G016930,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_D09G019970,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_D10G010660,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_D10G010940,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_D10G012870,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_D10G012880,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_D10G012890,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_D10G015420,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_D10G021630,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_D10G021640,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_D10G024440,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_D11G002800,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_D11G009520,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_D11G014510,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_D11G022400,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_D11G023310,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_D11G025320,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_D11G034760,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_D12G000920,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_D12G015330,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_D12G022840,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_D13G010230,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_D13G023320,ko01040,Biosynthesis of unsaturated fatty acids
Ghir_A07G015620,ko01051,Biosynthesis of ansamycins
Ghir_A08G014330,ko01051,Biosynthesis of ansamycins
Ghir_A12G010900,ko01051,Biosynthesis of ansamycins
Ghir_A12G010910,ko01051,Biosynthesis of ansamycins
Ghir_D07G015890,ko01051,Biosynthesis of ansamycins
Ghir_D11G008660,ko01051,Biosynthesis of ansamycins
Ghir_D12G011110,ko01051,Biosynthesis of ansamycins
Ghir_A04G005130,ko01053,Biosynthesis of siderophore group nonribosomal peptides
Ghir_A12G018570,ko01053,Biosynthesis of siderophore group nonribosomal peptides
Ghir_D05G034050,ko01053,Biosynthesis of siderophore group nonribosomal peptides
Ghir_D12G018860,ko01053,Biosynthesis of siderophore group nonribosomal peptides
Ghir_A05G015320,ko01502,Vancomycin resistance
Ghir_A07G006550,ko01502,Vancomycin resistance
Ghir_A10G003770,ko01502,Vancomycin resistance
Ghir_A10G003780,ko01502,Vancomycin resistance
Ghir_D05G015150,ko01502,Vancomycin resistance
Ghir_D07G006580,ko01502,Vancomycin resistance
Ghir_D10G004540,ko01502,Vancomycin resistance
Ghir_A06G007440,ko01503,Cationic antimicrobial peptide (CAMP) resistance
Ghir_D06G007640,ko01503,Cationic antimicrobial peptide (CAMP) resistance
Ghir_A01G000860,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_A01G000870,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_A01G001070,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_A01G017820,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_A02G002700,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_A02G004310,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_A02G014340,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_A03G008830,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_A03G020510,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_A04G012380,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_A05G010220,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_A05G015610,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_A05G028300,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_A05G039110,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_A06G003570,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_A06G019450,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_A06G021270,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_A07G000970,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_A09G000700,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_A10G010920,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_A10G015580,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_A11G005330,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_A11G007790,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_A11G020790,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_A11G021670,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_A11G029780,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_A12G001840,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_A12G002220,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_A12G004500,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_A12G008430,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_A12G009670,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_A12G013150,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_A13G006850,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_A13G010430,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_A13G020830,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_D01G000820,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_D01G001030,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_D01G019350,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_D02G003100,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_D02G004650,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_D02G021950,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_D03G004010,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_D03G009940,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_D04G004000,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_D04G016800,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_D05G009950,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_D05G015430,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_D05G028310,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_D05G036000,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_D06G020600,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_D06G022330,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_D07G001000,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_D09G000670,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_D10G011970,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_D10G017050,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_D11G005300,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_D11G007740,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_D11G020880,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_D11G020890,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_D11G022720,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_D11G029950,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_D12G001850,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_D12G002320,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_D12G004460,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_D12G008200,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_D12G013370,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_D12G013380,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_D13G005370,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_D13G011020,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_D13G021650,ko01521,EGFR tyrosine kinase inhibitor resistance
Ghir_A01G000010,ko01522,Endocrine resistance
Ghir_A01G000050,ko01522,Endocrine resistance
Ghir_A01G000100,ko01522,Endocrine resistance
Ghir_A01G000120,ko01522,Endocrine resistance
Ghir_A01G000180,ko01522,Endocrine resistance
Ghir_A01G000190,ko01522,Endocrine resistance
Ghir_A01G000200,ko01522,Endocrine resistance
Ghir_A01G000210,ko01522,Endocrine resistance
Ghir_A01G000230,ko01522,Endocrine resistance
Ghir_A01G000240,ko01522,Endocrine resistance
Ghir_A01G000250,ko01522,Endocrine resistance
Ghir_A01G000260,ko01522,Endocrine resistance
Ghir_A01G000280,ko01522,Endocrine resistance
Ghir_A01G000310,ko01522,Endocrine resistance
Ghir_A01G000350,ko01522,Endocrine resistance
Ghir_A01G000400,ko01522,Endocrine resistance
Ghir_A01G000420,ko01522,Endocrine resistance
Ghir_A01G000440,ko01522,Endocrine resistance
Ghir_A01G000490,ko01522,Endocrine resistance
Ghir_A01G000580,ko01522,Endocrine resistance
Ghir_A01G000590,ko01522,Endocrine resistance
Ghir_A01G000670,ko01522,Endocrine resistance
Ghir_A01G000700,ko01522,Endocrine resistance
Ghir_A01G000750,ko01522,Endocrine resistance
Ghir_A01G000760,ko01522,Endocrine resistance
Ghir_A01G000780,ko01522,Endocrine resistance
Ghir_A01G000800,ko01522,Endocrine resistance
Ghir_A01G000820,ko01522,Endocrine resistance
Ghir_A01G000860,ko01522,Endocrine resistance
Ghir_A01G000870,ko01522,Endocrine resistance
Ghir_A01G000920,ko01522,Endocrine resistance
Ghir_A01G000990,ko01522,Endocrine resistance
Ghir_A01G001020,ko01522,Endocrine resistance
Ghir_A01G001070,ko01522,Endocrine resistance
Ghir_A01G001080,ko01522,Endocrine resistance
Ghir_A01G001150,ko01522,Endocrine resistance
Ghir_A01G001190,ko01522,Endocrine resistance
Ghir_A01G001200,ko01522,Endocrine resistance
Ghir_A01G001210,ko01522,Endocrine resistance
Ghir_A01G001230,ko01522,Endocrine resistance
Ghir_A01G001300,ko01522,Endocrine resistance
Ghir_A01G001310,ko01522,Endocrine resistance
Ghir_A01G001390,ko01522,Endocrine resistance
Ghir_A01G001410,ko01522,Endocrine resistance
Ghir_A01G001420,ko01522,Endocrine resistance
